Lake,year,sample date,picked date,round,species1,HW,OWPL,TL,Dragonflies,dummy,julian date,species
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.6,2.1,5.6,,1042,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.1,NA,4.6,,1043,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.5,2.5,6.2,,1044,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.9,1.3,5.1,,1045,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.1,1.4,6.6,,1046,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.2,1.6,5.6,,1047,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.5,6.5,,1048,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.5,2.4,6,,1049,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.4,0.7,5.8,,1050,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.5,2.5,5.6,,1051,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,1.9,0.5,4,,1052,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2,0.5,4.2,,1053,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.6,6.6,,1054,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.3,0.7,5,,1055,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.3,0.7,4.6,,1056,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.4,0.8,5,,1057,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.3,2.4,8,,1058,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2,0.5,5.5,,1059,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.6,1.5,6,,1060,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.5,1.3,5,,1061,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.6,1.2,6.6,,1062,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.2,0.5,4.1,,1063,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.7,1.2,6,,1064,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.7,2.5,7,,1065,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.5,7,,1066,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.1,0.5,5.5,,1067,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.4,0.6,5.5,,1068,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.9,1,6,,1069,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.8,1,6.4,,1070,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.6,2.4,6.5,,1071,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.4,0.7,5,,1072,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.6,2.5,8.5,,1073,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.3,2.2,6.5,,1074,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.5,2.5,8.6,,1075,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2,0.7,3.6,,1076,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.1,1.7,6.6,,1077,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.5,1,5.7,,1078,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.5,1,5.5,,1079,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.6,2.2,8.2,,1080,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.5,1.1,6,,1081,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.8,6.9,,1082,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.2,2.4,8.1,,1083,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.4,2.4,5.5,,1084,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.8,1.1,7.5,,1085,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.3,0.8,5,,1086,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.7,1,7,,1087,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.9,1.2,7.1,,1088,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.4,0.8,5.3,,1089,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.3,2.5,7.2,,1090,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,1.6,NA,3.3,,1091,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.3,0.8,4.5,,1092,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.5,2.6,8,,1093,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.6,1.4,5.5,,1094,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.2,0.5,4,,1095,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.6,0.9,5.6,,1096,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.7,0.9,6.6,,1097,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,2.6,8,,1098,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.6,7.5,,1099,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.6,6.8,,1100,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.5,6.7,,1101,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.6,2.3,8.3,,1102,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.5,2.6,8.1,,1103,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.4,1,5.6,,1104,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.7,2.7,7,,1105,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.7,2.1,7.6,,1106,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.3,1.9,7.1,,1107,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.6,6,,1108,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.2,0.5,4.1,,1109,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.5,1.1,5.8,,1110,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,1.6,NA,3.1,,1111,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.3,0.6,4.5,,1112,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.2,0.5,4,,1113,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.7,2.4,8.6,,1114,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.5,1.1,5.6,,1115,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.3,0.6,4.5,,1116,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,1.7,NA,3.7,,1117,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.5,1.1,5.5,,1118,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.5,1.1,5.5,,1119,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.5,6.7,,1120,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.2,0.5,4,,1121,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.6,7.5,,1122,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.6,1.2,5.8,,1123,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.2,0.5,4.2,,1124,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.5,6.3,,1125,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.4,1,5,,1126,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.2,0.5,4,,1127,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.5,1.1,5.5,,1128,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.3,0.6,4.5,,1129,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.6,1.4,5.7,,1130,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.4,6.2,,1131,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.1,1.3,6,,1132,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.9,1.3,6,,1133,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.7,0.9,6.6,,1134,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.3,0.9,5,,1135,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.3,1,5.1,,1136,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.3,1,5,,1137,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.3,1,5,,1138,8274,Ischnura
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_geminatum,2,0.5,4.3,,1139,8274,ENGE
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_geminatum,1.7,0.4,4.4,,1140,8274,ENGE
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_geminatum,2.2,0.7,5.2,,1141,8274,ENGE
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_geminatum,1.7,0.4,3.6,,1142,8274,ENGE
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_geminatum,1.7,0.4,3,,1143,8274,ENGE
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_geminatum,1.3,NA,3.2,,1144,8274,ENGE
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_geminatum,1.5,NA,2.5,,1145,8274,ENGE
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_geminatum,1.7,0.4,2.7,,1146,8274,ENGE
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_geminatum,2,0.5,3.7,,1147,8274,ENGE
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_geminatum,2.1,0.6,4.6,,1148,8274,ENGE
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_geminatum,2,0.6,3.4,,1149,8274,ENGE
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_geminatum,1.6,NA,3,,1150,8274,ENGE
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_ebrium_hageni,2.9,1.2,6.4,,1151,8274,ENEB_ENHA
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_ebrium_hageni,2.7,1.2,5.1,,1152,8274,ENEB_ENHA
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_pictum,2.4,1.3,6.5,,1153,8274,ENPI
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_pictum,2.5,1.4,5.4,,1154,8274,ENPI
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_pictum,2.1,0.6,4.5,,1155,8274,ENPI
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_pictum,1.8,0.5,4.5,,1156,8274,ENPI
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_pictum,1.9,0.5,5.2,,1157,8274,ENPI
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_pictum,1.9,0.5,4.1,,1158,8274,ENPI
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_pictum,2,0.7,5.2,,1159,8274,ENPI
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_pictum,1.4,0.4,3.9,,1160,8274,ENPI
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_pictum,2.5,1.3,6.2,,1161,8274,ENPI
Stocker Pond,2008,9/30/2008,10/2/2008,1,E_pictum,2,0.8,4.6,,1162,8274,ENPI
Mill Pond,2008,9/30/2008,10/3/2008,1,Dragonflies,,,,26,1163,8274,Dragonflies
Mill Pond,2008,9/30/2008,10/3/2008,1,L_vigilax,4.6,4,15.3,,1164,8274,Lestes
Mill Pond,2008,9/30/2008,10/3/2008,1,L_vigilax,4.1,3.7,15.2,,1165,8274,Lestes
Mill Pond,2008,9/30/2008,10/3/2008,1,L_vigilax,2.8,1.6,10.6,,1166,8274,Lestes
Mill Pond,2008,9/30/2008,10/3/2008,1,L_vigilax,3.5,2.6,12.5,,1167,8274,Lestes
Mill Pond,2008,9/30/2008,10/3/2008,1,L_vigilax,2.8,2,12.3,,1168,8274,Lestes
Mill Pond,2008,9/30/2008,10/3/2008,1,Ischnura,2.3,0.7,4.5,,1169,8274,Ischnura
Mill Pond,2008,9/30/2008,10/3/2008,1,Ischnura,3.5,2.5,8.6,,1170,8274,Ischnura
Mill Pond,2008,9/30/2008,10/3/2008,1,Ischnura,3.4,2.3,5.8,,1171,8274,Ischnura
Mill Pond,2008,9/30/2008,10/3/2008,1,Ischnura,3.5,2.3,7.9,,1172,8274,Ischnura
Mill Pond,2008,9/30/2008,10/3/2008,1,Ischnura,3,1.4,7,,1173,8274,Ischnura
Mill Pond,2008,9/30/2008,10/3/2008,1,Ischnura,3.1,2.5,6.6,,1174,8274,Ischnura
Mill Pond,2008,9/30/2008,10/3/2008,1,Ischnura,3,1.9,6.6,,1175,8274,Ischnura
Mill Pond,2008,9/30/2008,10/3/2008,1,Ischnura,2.5,1.1,5.1,,1176,8274,Ischnura
Mill Pond,2008,9/30/2008,10/3/2008,1,Ischnura,4.5,3.7,6.7,,1177,8274,Ischnura
Mill Pond,2008,9/30/2008,10/3/2008,1,E_vernale,4.6,5.8,12.1,,1178,8274,ENVERN
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Dragonflies,,,,4,1179,8274,Dragonflies
Spectacle Pond,2008,9/30/2008,10/2/2008,1,L_vigilax,3.8,2.1,12.6,,1180,8274,Lestes
Spectacle Pond,2008,9/30/2008,10/2/2008,1,L_vigilax,3.2,1.5,12.2,,1181,8274,Lestes
Spectacle Pond,2008,9/30/2008,10/2/2008,1,L_vigilax,3.3,2,14.1,,1182,8274,Lestes
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.5,2.4,7.6,,1183,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.7,2.6,8.8,,1184,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.1,6.3,,1185,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,4,4.4,9.7,,1186,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.4,2.5,8.5,,1187,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.7,7,,1188,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.3,2.2,8.6,,1189,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.9,8.6,,1190,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.6,2.4,7,,1191,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.5,2.4,6.6,,1192,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.4,0.8,4,,1193,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.6,2.5,8.2,,1194,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.6,6.7,,1195,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.6,2.3,8.9,,1196,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.8,1.4,6.5,,1197,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.8,4.5,10.6,,1198,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.8,1.3,4.6,,1199,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.4,2.4,8.6,,1200,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.6,2.5,6.5,,1201,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.7,6.6,,1202,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.4,1,5.6,,1203,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.7,2.5,6.3,,1204,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.3,2,8.6,,1205,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.5,2.4,8.1,,1206,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.9,1.7,6.6,,1207,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.2,2.2,7.4,,1208,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.5,2.5,6.3,,1209,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.9,1.6,6.6,,1210,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.1,0.8,5.6,,1211,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.5,1,4,,1212,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.4,0.9,4,,1213,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.8,1.2,6,,1214,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.3,0.8,4,,1215,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.5,2.4,9,,1216,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,4.1,5.2,8.2,,1217,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,4.6,5.3,8,,1218,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.4,2.5,6.5,,1219,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.6,2.6,6.3,,1220,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.6,2.5,7.8,,1221,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.1,1.7,7.8,,1222,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.5,2.7,8.5,,1223,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.6,1.7,6.9,,1224,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.7,2.7,6.1,,1225,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.6,2.8,8.1,,1226,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.5,2.3,6,,1227,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.4,2.3,6.6,,1228,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.6,2.3,6.1,,1229,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,2.2,6,,1230,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,2.2,6.7,,1231,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,1.7,NA,3.2,,1232,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.1,NA,4,,1233,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.5,2.2,5.1,,1234,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.4,0.8,5.5,,1235,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.6,7,,1236,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.8,1.5,4.4,,1237,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.5,1.3,5.5,,1238,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.7,1.4,6.3,,1239,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.4,1.2,5.5,,1240,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.6,1.3,5.2,,1241,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.1,1.5,6.6,,1242,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.4,1,5.6,,1243,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1,5.5,,1244,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.6,2.5,7,,1245,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.1,1.5,7.1,,1246,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.8,1.3,6.2,,1247,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,1.5,NA,3,,1248,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.4,NA,3.5,,1249,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2,NA,3.4,,1250,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.2,1.5,5.4,,1251,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.3,1,4.4,,1252,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2,NA,5,,1253,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.1,4,,1254,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2,0.8,4,,1255,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2,0.4,4,,1256,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,1.9,NA,5,,1257,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3,1.5,5.3,,1258,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,1.8,0.6,3.6,,1259,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,1.9,0.7,3.5,,1260,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,3.8,2.6,4.6,,1261,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,1.8,0.6,2.6,,1262,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,1.8,0.6,4.4,,1263,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,1.8,0.5,6,,1264,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.9,1.1,3,,1265,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.6,1.3,3,,1266,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.9,1,4.4,,1267,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.5,1.2,4.6,,1268,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.5,1.2,5,,1269,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,1.9,0.4,4.9,,1270,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,2.2,1.5,5.2,,1271,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,Ischnura,1.8,0.4,5,,1272,8274,Ischnura
Spectacle Pond,2008,9/30/2008,10/2/2008,1,E_geminatum,2.2,0.8,4.6,,1273,8274,ENGE
Spectacle Pond,2008,9/30/2008,10/2/2008,1,E_geminatum,1.7,0.4,3.4,,1274,8274,ENGE
Spectacle Pond,2008,9/30/2008,10/2/2008,1,E_pictum,2.5,1.3,5.2,,1275,8274,ENPI
Spectacle Pond,2008,9/30/2008,10/2/2008,1,E_ebrium_hageni,2.9,1.5,7,,1276,8274,ENEB_ENHA
Spectacle Pond,2008,9/30/2008,10/2/2008,1,E_ebrium_hageni,2.7,1.4,4.7,,1277,8274,ENEB_ENHA
Spectacle Pond,2008,9/30/2008,10/2/2008,1,E_ebrium_hageni,2.8,1.6,6.7,,1278,8274,ENEB_ENHA
Spectacle Pond,2008,9/30/2008,10/2/2008,1,E_ebrium_hageni,2.8,1.3,4.6,,1279,8274,ENEB_ENHA
Spectacle Pond,2008,9/30/2008,10/2/2008,1,E_ebrium_hageni,2,1,4.5,,1280,8274,ENEB_ENHA
May Pond,2008,9/30/2008,10/3/2008,1,Dragonflies,,,,22,1281,8274,Dragonflies
May Pond,2008,9/30/2008,10/3/2008,1,L_vigilax,3.4,2.3,14.1,,1282,8274,Lestes
May Pond,2008,9/30/2008,10/3/2008,1,Ischnura,3.4,2.3,8.4,,1283,8274,Ischnura
May Pond,2008,9/30/2008,10/3/2008,1,Ischnura,3.8,2.6,6,,1284,8274,Ischnura
