Lake,Date,Species,HW,OWPL,FM_Name,SamplingRound,,,,,,
Darby,11/14/2016,ENTR,5.1,2.4,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.6,1.6,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.3,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5,2.1,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.2,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.3,2.7,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.3,1.7,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.9,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.4,3,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.5,1.4,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.2,2.8,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.5,1.7,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.2,2.2,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.4,1.7,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.4,1.7,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.1,2.6,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.2,2.6,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.7,2.2,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.4,1.7,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.4,1.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4,1.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.7,2.2,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5,2.2,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.3,3,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.9,2.3,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.4,2.8,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.7,2.3,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.4,1.7,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.1,2.6,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.4,1.6,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.9,2.2,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.1,1.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.2,2.4,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,3.8,1.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,6.1,4.2,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.5,1.9,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5,2.7,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.4,1.7,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.7,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.2,2.7,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5,2.4,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.7,2.2,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.2,1.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4,1.4,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.7,2.1,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.1,3,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.1,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5,2.4,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.3,1.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4,1.4,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.3,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.8,2.6,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.1,2.6,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.8,2,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.4,1.6,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.1,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5,2.9,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.5,3,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.3,2.7,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.4,1.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,3.6,1,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.2,1.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4,1.6,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.2,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5.2,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.4,3.2,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.8,2.7,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.8,2.3,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4.8,2.7,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4.9,2.3,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4.4,1.4,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5,2.9,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5.3,2.6,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5,2.4,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4.2,1,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4.5,1.6,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4,1.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4.1,1.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,3.6,1.3,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5.2,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5.2,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5.1,2.2,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4,1.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5,2.3,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5.1,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4.7,2.7,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5.1,2.6,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4.9,2.7,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5.3,2.8,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4.9,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4.4,1.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5.3,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5.4,3,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5.3,2.6,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4.3,1.4,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4.3,1.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4,1.3,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5.1,2.4,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4.9,2.1,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4.8,2.6,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4.2,1.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5.8,3.6,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5.2,2.6,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,5,2.9,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4.4,1.7,DarbyLake,2,,,,,,
Darby,11/14/2016,ENDI,4.4,1.7,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.7,1.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.1,2.3,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.4,1.7,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.1,1.1,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.4,1.6,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.9,2.3,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.9,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.2,2.4,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,5.2,2.6,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.9,2.5,DarbyLake,2,,,,,,
Darby,11/14/2016,ENTR,4.2,1.8,DarbyLake,2,,,,,,
Lincoln,11/10/2016,ENTR,5.1,2.4,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.3,3,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,7,5.4,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.7,5.3,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.2,2.3,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.4,2.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.6,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.3,2.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.2,2.2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.3,2.2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.4,1.4,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.7,1.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.6,1.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,7,5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.5,4.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.3,1.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.9,1.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4,1.2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.5,5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.7,5.2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5,2.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.4,4.4,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.5,4.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.3,1.2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5,1.9,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.5,1.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.6,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.3,2.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.3,2.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.1,2.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.7,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.5,2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.4,5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.5,5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.2,2.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.6,4.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.6,4.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.6,4.9,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.5,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.3,2.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.2,2.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.2,2.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5,2.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.1,2.2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.4,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.3,1.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.7,1.9,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,3.7,1.2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.8,2.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5,2.9,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,3.8,1.1,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.1,2.3,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.1,2.4,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.5,1.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.6,1.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.5,4.4,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.5,4.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.3,2.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.7,1.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.4,4.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5,2.4,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.5,1.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.6,1.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.2,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.8,2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.2,2.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.6,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.4,1.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.5,2.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.2,4.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.3,1.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.5,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.2,1.4,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.1,1.1,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.2,2.4,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.2,2.2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.2,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.3,2.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.6,1.9,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.1,1.4,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.4,1.9,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.7,1.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.3,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.4,4.9,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.2,1.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.1,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.1,2.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.3,2.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.7,1.9,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.7,1.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.6,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.3,1.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.8,5.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.3,4.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.4,1.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.7,2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4,1.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.7,1.9,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.2,1.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.4,2.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.6,1.4,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.4,1.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,7.1,5.2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.1,2.2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.8,4.9,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.6,1.9,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.5,1.4,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.3,2.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5,2.2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.5,1.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.2,1.4,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.3,1.4,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.5,1.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.4,1.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.6,4.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.8,5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.6,4.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.6,1.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.6,1.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.1,2.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.2,2.3,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.4,1.2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.2,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.4,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.4,2.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.2,2.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.7,1.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.2,3,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.9,2.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.5,1.3,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.2,4.2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.3,2.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.4,1.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.5,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.3,4.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.6,4.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.6,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.4,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.2,5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.6,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.5,1.9,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.1,2.4,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,3.9,1,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.4,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.8,2.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.2,1.3,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.7,4.4,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.2,3.2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.3,2.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.4,1.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.3,4.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.5,5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,3.8,1.4,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.5,2.4,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.6,5.2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,6.7,4.9,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.8,1.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.3,1.7,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,4.3,1.5,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENTR,5.2,3,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENDI,4.7,1.9,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENDI,6.7,5.1,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENDI,4.4,1.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENDI,4,1.1,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENDI,5,2.2,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENDI,5.1,3.1,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENDI,4.4,1.6,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENDI,4.7,1.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENDI,6.5,4.8,LakeLincoln,2,,,,,,
Lincoln,11/10/2016,ENSI,7.2,5.5,LakeLincoln,2,,,,,,
PrairieGrove,11/10/2016,ENBA,3.8,1,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENBA,3.9,1.1,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENBA,5.2,2.3,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENBA,5.7,2.9,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENBA,4.5,1.5,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENBA,4.6,1.6,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENBA,3.7,1,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENDI,4.1,1.3,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENDI,4.2,1.3,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENDI,4.3,1.2,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENDI,3.9,1,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENDI,4.2,1.4,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENDI,4.1,1.5,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,4.5,1.6,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,4.9,2.1,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,4,1.2,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,4,1.2,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,5.3,2.5,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,5.2,2.7,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,5,2.2,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,4.8,2.2,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,5.1,2.7,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,3.7,1.1,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,4.5,1.8,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,3.8,1.2,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,4.8,2.5,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,5.1,2.4,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,5,2.5,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,5.1,2.4,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,5.2,2.3,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,4.9,2,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,5,2,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,4.8,1.8,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,4.9,1.8,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,4.1,1.4,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,4.1,1.2,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,4.9,2.3,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,4.8,2,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,4.9,2.1,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,4.2,1,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,4.4,2.2,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,5,2.3,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,5,2.5,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,5,2.5,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,5,2.2,LakePrairieGrove,2,,,,,,
PrairieGrove,11/10/2016,ENTR,4.5,1.5,LakePrairieGrove,2,,,,,,
LakeSequoyah,11/10/2016,ENTR,4.2,1.3,LakeSequoyah,2,,,,,,
LakeSequoyah,11/10/2016,ENTR,3.5,0.7,LakeSequoyah,2,,,,,,
LakeSequoyah,11/10/2016,ENTR,4.7,2.3,LakeSequoyah,2,,,,,,
